"variable_id","canonical_name","source_system","bea_dataset","bea_table","bea_line","bea_line_description","series_code","sector_boundary","asset_block","account_boundary","frequency","unit","price_basis","stock_flow_type","role_tag","priority","required_for_downstream_object","download_date","vintage","source_url_or_query","status","notes","source_cache_file","aggregation_group"
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","BEA","FixedAssets","FAAt401","40","NFC intellectual_property_products net_stock_current_cost","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable"
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","BEA","FixedAssets","FAAt402","40","NFC intellectual_property_products net_stock_quantity_index","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","frontier_conditioning_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable"
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","not_applicable","retirements","frontier_conditioner","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","frontier_conditioner","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__ME__cfc_current_cost","NFC_machinery_equipment_cfc_current_cost","BEA","FixedAssets","FAAt404","38","NFC machinery_equipment cfc_current_cost","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","cfc","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable"
"NFC__ME__gross_investment_current_cost","NFC_machinery_equipment_gross_investment_current_cost","BEA","FixedAssets","FAAt407","38","NFC machinery_equipment gross_investment_current_cost","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable"
"NFC__ME__gross_stock_current_cost","NFC_machinery_equipment_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","current_cost","gross_stock","direct_productive_capacity_capital","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable"
"NFC__ME__net_stock_current_cost","NFC_machinery_equipment_net_stock_current_cost","BEA","FixedAssets","FAAt401","38","NFC machinery_equipment net_stock_current_cost","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable"
"NFC__ME__net_stock_quantity_index","NFC_machinery_equipment_net_stock_quantity_index","BEA","FixedAssets","FAAt402","38","NFC machinery_equipment net_stock_quantity_index","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable"
"NFC__ME__retirements","NFC_machinery_equipment_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","not_applicable","retirements","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__ME__revaluation_holding_gains","NFC_machinery_equipment_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__NRC__cfc_current_cost","NFC_nonresidential_structures_cfc_current_cost","BEA","FixedAssets","FAAt404","39","NFC nonresidential_structures cfc_current_cost","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","cfc","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable"
"NFC__NRC__gross_investment_current_cost","NFC_nonresidential_structures_gross_investment_current_cost","BEA","FixedAssets","FAAt407","39","NFC nonresidential_structures gross_investment_current_cost","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable"
"NFC__NRC__gross_stock_current_cost","NFC_nonresidential_structures_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","current_cost","gross_stock","direct_productive_capacity_capital","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable"
"NFC__NRC__net_stock_current_cost","NFC_nonresidential_structures_net_stock_current_cost","BEA","FixedAssets","FAAt401","39","NFC nonresidential_structures net_stock_current_cost","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable"
"NFC__NRC__net_stock_quantity_index","NFC_nonresidential_structures_net_stock_quantity_index","BEA","FixedAssets","FAAt402","39","NFC nonresidential_structures net_stock_quantity_index","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable"
"NFC__NRC__retirements","NFC_nonresidential_structures_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","not_applicable","retirements","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__NRC__revaluation_holding_gains","NFC_nonresidential_structures_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable"
"NFC__TOTAL__cfc_current_cost","NFC_total_cfc_current_cost","BEA","FixedAssets","FAAt404","37","NFC total cfc_current_cost","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","cfc","capital_menu_total","required","sector_total_diagnostic","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable"
"NFC__TOTAL__gross_investment_current_cost","NFC_total_gross_investment_current_cost","BEA","FixedAssets","FAAt407","37","NFC total gross_investment_current_cost","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","capital_menu_total","required","sector_total_diagnostic","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable"
"NFC__TOTAL__gross_stock_current_cost","NFC_total_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","not_available","current_cost","gross_stock","capital_menu_total","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable"
"NFC__TOTAL__net_stock_current_cost","NFC_total_net_stock_current_cost","BEA","FixedAssets","FAAt401","37","NFC total net_stock_current_cost","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","net_stock","capital_menu_total","required","sector_total_diagnostic","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable"
"NFC__TOTAL__net_stock_quantity_index","NFC_total_net_stock_quantity_index","BEA","FixedAssets","FAAt402","37","NFC total net_stock_quantity_index","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","capital_menu_total","required","sector_total_diagnostic","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable"
"NFC_CFC","NFC_consumption_fixed_capital","BEA","NIPA","T11400","18","NIPA Table 1.14 line 18","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","cfc","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_COMP","NFC_compensation_employees","BEA","NIPA","T11400","20","NIPA Table 1.14 line 20","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","compensation","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_DIVIDENDS_NET","NFC_net_dividends","BEA","NIPA","T11400","30","NIPA Table 1.14 line 30","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_GVA","NFC_gross_value_added","BEA","NIPA","T11400","17","NIPA Table 1.14 line 17","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","gross_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_NET_INT","NFC_net_interest_misc_payments","BEA","NIPA","T11400","25","NIPA Table 1.14 line 25","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_interest","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_NOS","NFC_net_operating_surplus","BEA","NIPA","T11400","24","NIPA Table 1.14 line 24","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_operating_surplus","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_NVA","NFC_net_value_added","BEA","NIPA","T11400","19","NIPA Table 1.14 line 19","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","net_value_added","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_PBT","NFC_profits_before_tax","BEA","NIPA","T11400","32","NIPA Table 1.14 line 32","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits_before_tax","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_PROFITS_IVA_CC","NFC_profits_with_IVA_CCAdj","BEA","NIPA","T11400","27","NIPA Table 1.14 line 27","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","profits","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
"NFC_TRANSFERS_NET","NFC_business_current_transfers_net","BEA","NIPA","T11400","26","NIPA Table 1.14 line 26","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfers_net","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable"
