"variable_id","canonical_name","source_system","bea_dataset","bea_table","bea_line","bea_line_description","series_code","sector_boundary","asset_block","account_boundary","frequency","unit","price_basis","stock_flow_type","role_tag","priority","required_for_downstream_object","download_date","vintage","source_url_or_query","status","notes","source_cache_file","aggregation_group","row_count","coverage_start","coverage_end","staged_source_file"
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","BEA","FixedAssets","FAAt703","14","Highways and streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt703&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_dep_cc.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt703.csv"
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","BEA","FixedAssets","FAAt705","14","Highways and streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt705&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","FixedAssets_FAAt705.csv","GOV_TRANS",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt705.csv"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","BEA","FixedAssets","FAAt701","14","Highways and streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt701&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_cc.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt701.csv"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","BEA","FixedAssets","FAAt702","14","Highways and streets","not_provided_by_cached_extract","GOV_TRANS","HIGHWAYS_STREETS","government_fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt702&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_chain.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt702.csv"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","BEA","FixedAssets","FAAt703","12","Transportation","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt703&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_dep_cc.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt703.csv"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","BEA","FixedAssets","FAAt705","12","Transportation","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt705&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","FixedAssets_FAAt705.csv","GOV_TRANS",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt705.csv"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","BEA","FixedAssets","FAAt701","12","Transportation","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt701&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_cc.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt701.csv"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","BEA","FixedAssets","FAAt702","12","Transportation","not_provided_by_cached_extract","GOV_TRANS","TRANSPORTATION_STRUCTURES","government_fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","GOV_TRANS_GPIM_and_frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt702&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.","govt_net_chain.csv","GOV_TRANS",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt702.csv"
"NFC__current_transfer_payments","NFC_current_transfer_payments","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_payments","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__current_transfer_receipts","NFC_current_transfer_receipts","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","current_transfer_receipts","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__dividends_paid","NFC_dividends_paid","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_paid","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__dividends_received","NFC_dividends_received","BEA","NIPA","not_available","unmapped","Separate payment and receipt line requires verified NIPA mapping","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","dividends_received","income_account_ingredient","required","Shaikh_income_correction","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","requires_manual_mapping","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","BEA","FixedAssets","FAAt404","40","Intellectual property products","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","cfc","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv"
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","BEA","FixedAssets","FAAt407","40","Intellectual property products","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt407.csv"
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","current_cost","gross_stock","frontier_conditioner","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","BEA","FixedAssets","FAAt401","40","Intellectual property products","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Millions of current dollars","current_cost","net_stock","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","BEA","FixedAssets","FAAt402","40","Intellectual property products","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","frontier_conditioner","required","frontier_conditioning_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","not_applicable","retirements","frontier_conditioner","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","IPP","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","frontier_conditioner","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__ME__cfc_current_cost","NFC_machinery_equipment_cfc_current_cost","BEA","FixedAssets","FAAt404","38","Equipment","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","cfc","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv"
"NFC__ME__gross_investment_current_cost","NFC_machinery_equipment_gross_investment_current_cost","BEA","FixedAssets","FAAt407","38","Equipment","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt407.csv"
"NFC__ME__gross_stock_current_cost","NFC_machinery_equipment_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","current_cost","gross_stock","direct_productive_capacity_capital","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__ME__net_stock_current_cost","NFC_machinery_equipment_net_stock_current_cost","BEA","FixedAssets","FAAt401","38","Equipment","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Millions of current dollars","current_cost","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"NFC__ME__net_stock_quantity_index","NFC_machinery_equipment_net_stock_quantity_index","BEA","FixedAssets","FAAt402","38","Equipment","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"NFC__ME__retirements","NFC_machinery_equipment_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","not_applicable","retirements","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__ME__revaluation_holding_gains","NFC_machinery_equipment_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","ME","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__NRC__cfc_current_cost","NFC_nonresidential_structures_cfc_current_cost","BEA","FixedAssets","FAAt404","39","Structures","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","cfc","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv"
"NFC__NRC__gross_investment_current_cost","NFC_nonresidential_structures_gross_investment_current_cost","BEA","FixedAssets","FAAt407","39","Structures","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt407.csv"
"NFC__NRC__gross_stock_current_cost","NFC_nonresidential_structures_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","current_cost","gross_stock","direct_productive_capacity_capital","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__NRC__net_stock_current_cost","NFC_nonresidential_structures_net_stock_current_cost","BEA","FixedAssets","FAAt401","39","Structures","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Millions of current dollars","current_cost","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"NFC__NRC__net_stock_quantity_index","NFC_nonresidential_structures_net_stock_quantity_index","BEA","FixedAssets","FAAt402","39","Structures","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","direct_productive_capacity_capital","required","downstream_GPIM_and_K_cap","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"NFC__NRC__retirements","NFC_nonresidential_structures_retirements","BEA","FixedAssets","not_available","not_available","retirements not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","not_applicable","retirements","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__NRC__revaluation_holding_gains","NFC_nonresidential_structures_revaluation_holding_gains","BEA","FixedAssets","not_available","not_available","revaluation_holding_gains not directly available in the staged standard table menu","not_provided_by_cached_extract","NFC","NRC","fixed_assets","A","not_available","not_applicable","revaluation_holding_gains","direct_productive_capacity_capital","required","downstream_GPIM_diagnostics","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Retain as an explicit provider gap; no residual construction is permitted here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__TOTAL__cfc_current_cost","NFC_total_cfc_current_cost","BEA","FixedAssets","FAAt404","37","Nonfinancial","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","cfc","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt404&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_dep_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt404.csv"
"NFC__TOTAL__gross_investment_current_cost","NFC_total_gross_investment_current_cost","BEA","FixedAssets","FAAt407","37","Nonfinancial","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","gross_investment","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt407&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_inv.csv","not_applicable",124,"1901","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt407.csv"
"NFC__TOTAL__gross_stock_current_cost","NFC_total_gross_stock_current_cost","BEA","FixedAssets","not_available","not_available","BEA standard Fixed Assets API does not publish this legal-form-by-asset gross-stock line","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","not_available","current_cost","gross_stock","capital_menu_total","required","downstream_GPIM_benchmark","resolved_at_stage_time","BEA vintage at download; cached extracts document 2025-09-26 revision","not_applicable","not_available","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","not_available","not_applicable",0,"not_staged","not_staged","not_staged"
"NFC__TOTAL__net_stock_current_cost","NFC_total_net_stock_current_cost","BEA","FixedAssets","FAAt401","37","Nonfinancial","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Millions of current dollars","current_cost","net_stock","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt401&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_cc.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt401.csv"
"NFC__TOTAL__net_stock_quantity_index","NFC_total_net_stock_quantity_index","BEA","FixedAssets","FAAt402","37","Nonfinancial","not_provided_by_cached_extract","NFC","TOTAL","fixed_assets","A","Chain-type quantity index","chain_quantity_index","net_stock","capital_menu_total","required","sector_total_diagnostic","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=FixedAssets&TableName=FAAt402&Frequency=A&Year=ALL&ResultFormat=JSON","staged","Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.","private_net_chain.csv","not_applicable",100,"1925","2024","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/FixedAssets_FAAt402.csv"
"NFC_CFC","NFC_consumption_fixed_capital","BEA","NIPA","T11400","18","Consumption of fixed capital","not_provided_by_cached_extract","NFC","not_applicable","income_accounts","A","Millions of current dollars","current_cost","cfc","income_account_ingredient","required","Shaikh_income_correction_and_distributive_variables","2026-06-09","BEA vintage at download; cached extracts document 2025-09-26 revision","https://apps.bea.gov/api/data?UserID=${BEA_API_KEY}&method=GetData&datasetname=NIPA&TableName=T11400&Frequency=A&Year=X&ResultFormat=JSON","staged","Direct NIPA Table 1.14 line; no adjusted share is constructed here.","nipa_t1014.csv","not_applicable",97,"1929","2025","C:/ReposGitHub/US-BEA-Income-FixedAssets-Dataset/data/raw/provider/2026-06-09/NIPA_T11400.csv"
